TIPO_PRODUTO;NOME_PRODUTO;NUMERO_REGISTRO_PRODUTO;CLASSE_TERAPEUTICA
MEDICAMENTO;ZYTIGA;112363401;OUTROS ANTINEOPLASICOS
MEDICAMENTO;ZYTIGA®;112363420;OUTROS ANTINEOPLASICOS
MEDICAMENTO;ZYTRA;156510095;ANALGESICOS NARCOTICOS
MEDICAMENTO;ZYVALPREX;156510018;ANTICONVULSIVANTES
MEDICAMENTO;ZYVIFAX;156510016;ANTIDEPRESSIVOS
MEDICAMENTO;ZYVOX;123890078;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;ZYVOX;102160177;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;ZYVOX;121100430;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;ZYXEM;100580105;ANTIALERGICOS
MEDICAMENTO;ZYXEM;123610088;ANTIALERGICOS
MEDICAMENTO;Zaltrap;183260338;OUTROS ANTINEOPLASICOS
MEDICAMENTO;Zedora;100330199;ANTINEOPLASICO
MEDICAMENTO;Zenalb 20;123610001;SUBSTITUTOS DO PLASMA E EXPANSORES PLASMATICOS
MEDICAMENTO;Zeterina;135170030;ANTILIPEMICOS
MEDICAMENTO;Zinamin;108580237;TUBERCULOSTATICOS
MEDICAMENTO;ZincTrace;119090018;NUTRIENTES PARENTERAIS
MEDICAMENTO;Zolgensma;100681174;OUTROS MEDICAMENTOS PARA TRANSTORNOS DO SISTEMA MÚSCULO-ESQUELÉTICO
MEDICAMENTO;Zostide;100330203;OUTROS ANTINEOPLASICOS
MEDICAMENTO;acebrofilina;100430785;BRONCODILATADORES
MEDICAMENTO;acebrofilina;102350658;BRONCODILATADORES
MEDICAMENTO;acebrofilina;105830315;BRONCODILATADORES
MEDICAMENTO;acebrofilina;126750071;BRONCODILATADORES
MEDICAMENTO;acebrofilina;143810131;BRONCODILATADORES
MEDICAMENTO;acebrofilina;167730321;BRONCODILATADORES
MEDICAMENTO;acebrofilina;183260037;BRONCODILATADORES
MEDICAMENTO;acebrofilina;109170105;BRONCODILATADORES
MEDICAMENTO;acebrofilina;105350196;BRONCODILATADORES
MEDICAMENTO;aceclofenaco;143810214;ANTINFLAMATORIOS
MEDICAMENTO;aceclofenaco;104810145;ANTINFLAMATORIOS
MEDICAMENTO;aceclofenaco;156490012;ANTINFLAMATORIOS
MEDICAMENTO;aceclofenaco;100431307;ANTINFLAMATORIOS
MEDICAMENTO;acetato de abiraterona;151430028;ANTINEOPLASICO
MEDICAMENTO;acetato de abiraterona;146820068;AGENTES ANTINEOPLÁSICOS
MEDICAMENTO;acetato de abiraterona;100470619;OUTROS ANTINEOPLASICOS
MEDICAMENTO;acetato de abiraterona;155730051;OUTROS ANTINEOPLASICOS
MEDICAMENTO;acetato de atosibana;155370051;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA
MEDICAMENTO;acetato de atosibana;128760022;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA
MEDICAMENTO;acetato de caspofungina;100431107;ANTI-FUNGICOS
MEDICAMENTO;acetato de ciproterona;106460174;PROGESTAGENOS SIMPLES
MEDICAMENTO;acetato de ciproterona + etinilestradiol;100890388;PRODUTOS ANTI-ACNE
MEDICAMENTO;acetato de ciproterona + etinilestradiol;115600197;ANDROGENOS SIMPLES
MEDICAMENTO;acetato de ciproterona + etinilestradiol;119130001;ANTICONCEPCIONAIS
MEDICAMENTO;acetato de ciproterona + etinilestradiol;105730767;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS
MEDICAMENTO;acetato de ciproterona + etinilestradiol;167730675;ANTICONCEPCIONAIS
MEDICAMENTO;acetato de ciproterona+etinilestradiol;102351400;ANTICONCEPCIONAIS
MEDICAMENTO;acetato de clomardinona + etinildestradiol;135640009;ANTICONCEPCIONAIS
MEDICAMENTO;acetato de clomardinona + etinildestradiol;115600226;ANTICONCEPCIONAIS
MEDICAMENTO;acetato de clormadinona + etinilestradiol;135170050;ANTICONCEPCIONAIS
MEDICAMENTO;acetato de clormadinona + etinilestradiol;100431289;ANTICONCEPCIONAIS
MEDICAMENTO;acetato de clormadinona + etinilestradiol;102351388;ANTICONCEPCIONAIS
MEDICAMENTO;acetato de desmopressina;106460172;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES
MEDICAMENTO;acetato de dexametasona;167730012;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
MEDICAMENTO;acetato de dexametasona;107140249;GLICOCORTICOIDES SISTEMICOS
MEDICAMENTO;acetato de dexametasona;143810145;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
MEDICAMENTO;acetato de dexametasona;105350195;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
MEDICAMENTO;acetato de dexametasona;141070635;HORMONIOS CORTICOSTEROIDES
MEDICAMENTO;acetato de dexametasona;118190222;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
MEDICAMENTO;acetato de glatirâmer;155730056;IMUNOMODULADOR
MEDICAMENTO;acetato de hidrocortisona;125680117;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
MEDICAMENTO;acetato de hidrocortisona;125680125;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
MEDICAMENTO;acetato de hidrocortisona;103700527;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
MEDICAMENTO;acetato de octreotida;146820024;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES
MEDICAMENTO;acetato de octreotida;146820064;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES
MEDICAMENTO;acetato de terlipressina;193570005;OUTROS PRODUTOS ANTI-HEMORRAGICOS
MEDICAMENTO;acetilcisteina;116370073;EXPECTORANTES BALSAMICOS E MUCOLITICO
MEDICAMENTO;acetilcisteína;100430771;EXPECTORANTES BALSAMICOS E MUCOLITICO
MEDICAMENTO;acetilcisteína;104970006;EXPECTORANTES BALSAMICOS E MUCOLITICO
MEDICAMENTO;acetilcisteína;167730614;EXPECTORANTES BALSAMICOS E MUCOLITICO
MEDICAMENTO;acetilcisteína;154230289;EXPECTORANTES BALSAMICOS E MUCOLITICO
MEDICAMENTO;acetilcisteína;194270087;EXPECTORANTES BALSAMICOS E MUCOLITICO
MEDICAMENTO;acetilcisteína;100431294;EXPECTORANTES BALSAMICOS E MUCOLITICO
MEDICAMENTO;acetilcisteína;102351342;EXPECTORANTES BALSAMICOS E MUCOLITICO
MEDICAMENTO;acetilcisteína;105830972;EXPECTORANTES BALSAMICOS E MUCOLITICO
MEDICAMENTO;acetilcisteína;115600232;EXPECTORANTES BALSAMICOS E MUCOLITICO
MEDICAMENTO;acetonida de triancinolona;102350735;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
MEDICAMENTO;acetonido de triancinolona+sulfato de neomicina+gramicidina+nistatina;102350650;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;aciclovir;105530320;ANTIVIROTICOS
MEDICAMENTO;aciclovir;105830458;ANTIVIROTICOS
MEDICAMENTO;aciclovir;135690330;ANTIVIROTICOS
MEDICAMENTO;aciclovir;104971324;ANTIVIROTICOS
MEDICAMENTO;aciclovir;154230053;ANTIVIROTICOS
MEDICAMENTO;aciclovir;115600165;ANTIVIROTICOS
MEDICAMENTO;aciclovir;100470461;ANTIRETROVIRAL
MEDICAMENTO;aciclovir;167730223;ANTIVIROTICOS
MEDICAMENTO;aciclovir;105710147;ANTIVIROTICOS
MEDICAMENTO;aciclovir;155840478;ANTIVIROTICOS
MEDICAMENTO;aciclovir;141070097;ANTIVIROTICOS
MEDICAMENTO;aciclovir;104810111;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;aciclovir;143810181;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;aciclovir;126750287;ANTIVIROTICOS
MEDICAMENTO;aciclovir;167730557;ANTIVIROTICOS
MEDICAMENTO;aciclovir;105830905;ANTIVIROTICOS
MEDICAMENTO;aciclovir;100431222;ANTIVIROTICOS
MEDICAMENTO;aciclovir;102351227;ANTIVIROTICOS
MEDICAMENTO;aciclovir;115600204;ANTIVIROTICOS
MEDICAMENTO;aciclovir;125680285;ANTIVIROTICOS
MEDICAMENTO;aciclovir;154230300;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
MEDICAMENTO;aciclovir;102351322;ANTIVIROTICOS
MEDICAMENTO;aciclovir;105830964;ANTIVIROTICOS
MEDICAMENTO;aciclovir;126750370;ANTIVIROTICOS
MEDICAMENTO;aciclovir;167730634;ANTIVIROTICOS
MEDICAMENTO;aciclovir sódico;116370164;ANTIVIRAIS
MEDICAMENTO;acido acetilsalicilico;167730095;ANTIAGREGANTE PLAQUETARIO
MEDICAMENTO;adapaleno;105830421;PRODUTOS ANTI-ACNE
MEDICAMENTO;adenosina;103110176;OUTROS PRODUTOS COM ACAO NO MIOCARDIO E SISTEMA DE CONDUCAO
MEDICAMENTO;aero-ifal;135310035;BRONCODILATADORES
MEDICAMENTO;agomelatina;102351276;ANTIDEPRESSIVOS
MEDICAMENTO;agomelatina;112780078;ANTIDEPRESSIVOS
MEDICAMENTO;albendazol;183260193;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEDICAMENTO;albendazol;183260256;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEDICAMENTO;albendazol;110390213;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEDICAMENTO;albendazol;105830874;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEDICAMENTO;albendazol;167730517;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEDICAMENTO;albendazol;104810125;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEDICAMENTO;albendazol;112130490;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEDICAMENTO;albendazol;154230276;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEDICAMENTO;albendazol;105730574;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEDICAMENTO;albendazol;154230329;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEDICAMENTO;albistat;152130036;ANTIMICOTICO
MEDICAMENTO;alendronato de sódio;105830448;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;alendronato de sódio;135690319;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;alendronato de sódio;100470474;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;alendronato de sódio;100431216;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;alendronato de sódio;104400205;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;alendronato de sódio;104810144;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;alendronato de sódio;143810218;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;alendronato de sódio;100681167;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;alendronato de sódio;104971442;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;alendronato de sódio;105350222;SUPRESSORES DA REABSORCAO OSSEA
MEDICAMENTO;alfaestradiol;109740303;ANTIALOPECIA
MEDICAMENTO;algestona acetofenida + enantato de estradiol;177940022;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS
MEDICAMENTO;algestona acetofenida + enantato de estradiol;105830865;ANTICONCEPCIONAIS
MEDICAMENTO;algestona acetofenida + enantato de estradiol;126750263;ANTICONCEPCIONAIS
MEDICAMENTO;algestona acetofenida + enantato de estradiol;167730556;ANTICONCEPCIONAIS
MEDICAMENTO;algestona acetofenida + enantato de estradiol;115600198;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS
MEDICAMENTO;algestona acetofenida + enantato de estradiol;115600217;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS
MEDICAMENTO;alividerm;127580066;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS
MEDICAMENTO;alopurinol;100470331;ANTIGOTOSOS
MEDICAMENTO;alopurinol;100681154;ANTIGOTOSOS
MEDICAMENTO;alprazolam;105830854;ANSIOLITICOS SIMPLES
MEDICAMENTO;alprazolam;126750252;ANSIOLITICOS SIMPLES
MEDICAMENTO;alprazolam;167730496;ANSIOLITICOS SIMPLES
MEDICAMENTO;alprazolam;155840560;ANSIOLITICOS SIMPLES
MEDICAMENTO;alprazolam;151670059;ANSIOLITICOS SIMPLES
MEDICAMENTO;aminofilina;103700286;BRONCODILATADORES
MEDICAMENTO;aminofilina;110390174;BRONCODILATADORES
MEDICAMENTO;amoxicilina;123520186;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;amoxicilina;151670019;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;amoxicilina;135690407;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;amoxicilina;151670028;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;amoxicilina;156490003;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;amoxicilina;125680147;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;amoxicilina;112130406;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;amoxicilina;105730385;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;amoxicilina;105730396;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;amoxicilina;101070307;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;amoxicilina;126750205;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;amoxicilina;167730473;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;amoxicilina;105830895;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;amoxicilina;115600200;PENICILINA G E DERIVADOS (BENZILPENICILINAS)
MEDICAMENTO;amoxicilina;104400201;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;amoxicilina;104400210;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;amoxicilina;126750323;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;amoxicilina;105730558;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;amoxicilina + claritromicina + esomeprazol;102351368;ANTIACIDOS E ANTIULCEROSOS
MEDICAMENTO;amoxicilina + clavulanato de Potássio;105830856;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potassio;105831011;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potassio;105831012;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potássio;123520150;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potássio;137640100;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potássio;100470457;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potássio;188300013;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potássio;100431067;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potássio;112130461;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potássio;141070115;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potássio;141070116;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potássio;103700705;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potássio;103700706;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potássio;104400202;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potássio;126750321;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potássio;105730535;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potássio;103700722;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potássio;100681168;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potássio;167730644;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potássio;103460023;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulanato de potássio;123520273;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina + clavulonato de potássio;123520055;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina sódica + clavulanato de potássio;100430811;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina sódica + clavulanato de potássio;151670023;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina sódica + clavulanato de potássio;100410227;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina tri-hidratada;112130414;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;amoxicilina tri-hidratada;105730548;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;amoxicilina tri-hidratada + clavulanato de potássio;100681145;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina triidratada;112130405;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;amoxicilina triidratada;126750281;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;amoxicilina triidratada;105730591;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;amoxicilina triidratada + clavulanato de potássio;112130409;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;amoxicilina triidratada + clavulanato de potássio;105730536;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;ampicilina;102350431;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;ampicilina;100430755;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;ampicilina;125680201;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;ampicilina;118190070;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;ampicilina sódica;151670016;PENICILINA DE AMPLO ESPECTRO
MEDICAMENTO;ampicilina sódica + sulbactam sódica;155620032;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;anastrozol;100430931;ANTINEOPLASICO
MEDICAMENTO;anastrozol;100410161;ANTINEOPLASICO
MEDICAMENTO;anastrozol;146820077;ANTINEOPLASICO
MEDICAMENTO;anatensol;101800003;ANSIOLITICOS SIMPLES
MEDICAMENTO;apixabana;156510089;ANTICOAGULANTES
MEDICAMENTO;apixabana;155370091;ANTITROMBOTICO
MEDICAMENTO;apixabana;182610009;AGENTES ANTITROMBÓTICOS
MEDICAMENTO;apixabana;155840616;ANTICOAGULANTES
MEDICAMENTO;apixabana;183260487;ANTITROMBOTICO
MEDICAMENTO;aripiprazol;100890407;ANTIPSICOTICOS
MEDICAMENTO;aripiprazol;125680290;ANTIPSICOTICOS
MEDICAMENTO;aripiprazol;102980550;ANTIPSICOTICOS
MEDICAMENTO;aripiprazol;100681177;ANTIPSICOTICOS
MEDICAMENTO;arterox;135170040;ANTI-HIPERTENSIVOS SIMPLES
MEDICAMENTO;asmen;100580041;OUTROS MEDICAMENTOS ANTIASMATICOS
MEDICAMENTO;atenolol;126750099;BETABLOQUEADORES SIMPLES
MEDICAMENTO;atenolol;125680146;BETABLOQUEADORES SIMPLES
MEDICAMENTO;atenolol;151670032;BETABLOQUEADORES SIMPLES
MEDICAMENTO;atenolol;155370020;BETABLOQUEADORES SIMPLES
MEDICAMENTO;atenolol;105770193;BETABLOQUEADORES SIMPLES
MEDICAMENTO;atenolol;156510049;BETABLOQUEADORES SIMPLES
MEDICAMENTO;atenolol;118190169;ANTI-HIPERTENSIVOS
MEDICAMENTO;atenolol;141070093;BETABLOQUEADORES SIMPLES
MEDICAMENTO;atenolol;104810112;BETABLOQUEADORES SIMPLES
MEDICAMENTO;atenolol;105830802;BETABLOQUEADORES SIMPLES
MEDICAMENTO;atenolol;167730435;BETABLOQUEADORES SIMPLES
MEDICAMENTO;atenolol;126750202;BETABLOQUEADORES SIMPLES
MEDICAMENTO;atenolol;154230268;ANTI-HIPERTENSIVOS
MEDICAMENTO;atenolol;109740272;BETABLOQUEADORES SIMPLES
MEDICAMENTO;atenolol;118190202;BETABLOQUEADORES SIMPLES
MEDICAMENTO;atenolol + clortalidona;105830312;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;atenolol + clortalidona;103700514;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;atenolol + clortalidona;100470586;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;atenolol + clortalidona;167730439;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;atenolol + clortalidona;105730552;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;atorvastatina cálcica;110390198;ANTILIPEMICOS
MEDICAMENTO;atorvastatina cálcica;104810107;ANTILIPEMICOS
MEDICAMENTO;atorvastatina cálcica;100681150;ANTILIPEMICOS
MEDICAMENTO;atorvastatina cálcica;154230308;ANTILIPEMICOS
MEDICAMENTO;atorvastatina cálcica;143810274;ANTILIPEMICOS
MEDICAMENTO;axetilcefuroxima;100470578;CEFALOSPORINAS
MEDICAMENTO;axetilcefuroxima;183260285;CEFALOSPORINAS
MEDICAMENTO;axetilcefuroxima;146820099;ANTINFECCIOSOS
MEDICAMENTO;azacitidina;125760025;ANTIMETABOLICOS ANALOGOS DA PIRIMIDINA
MEDICAMENTO;azacitidina;182610011;ANTIMETABOLICOS ANALOGOS DA PIRIMIDINA
MEDICAMENTO;azitrimicina di-hidratada;102980433;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina;100430902;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina;105830493;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina;135690364;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina;100470446;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina;104650430;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina;172870277;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina;167730250;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina;155840311;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina;154230238;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina;104400197;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina;104400199;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina;143810205;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina;105830932;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina;105830942;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina;104810149;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina di-hidratada;141070105;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina di-hidratada;155840530;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina di-hidratada;126750272;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina di-hidratada;103700755;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina di-hidratada;109650003;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina diidratada;100890357;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;azitromicina monoidratada;102010063;ANTIBIOTICOS SISTEMICOS SIMPLES
MEDICAMENTO;bROMIDRATO DE FENOTEROL;102350759;BRONCODILATADORES
MEDICAMENTO;baclofeno;103700613;RELAXANTES MUSCULARES CENTRAIS SIMPLES
MEDICAMENTO;belarina;186100007;ANTICONCEPCIONAIS
MEDICAMENTO;beminal com vitamina c;100430888;POLIVITAMINICOS SEM MINERAIS
MEDICAMENTO;benzoilmetronidazol;125680175;AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS
MEDICAMENTO;benzoilmetronidazol + nistatina + cloreto de benzalcônio;125680162;PRODUTOS GINECOLOGICOS TOPICOS
MEDICAMENTO;besilato de anlodipino;100890273;ANTI-HIPERTENSIVOS SIMPLES
MEDICAMENTO;besilato de anlodipino;151670029;ANTI-HIPERTENSIVOS SIMPLES
MEDICAMENTO;besilato de anlodipino;125680197;ANTI-HIPERTENSIVOS SIMPLES
MEDICAMENTO;besilato de anlodipino;100470557;ANTI-HIPERTENSIVOS
MEDICAMENTO;besilato de anlodipino;102160238;ANTI-HIPERTENSIVOS SIMPLES + ANTIANGINOSOS E VASODILATADORES
MEDICAMENTO;besilato de anlodipino;141070123;ANTI-HIPERTENSIVOS SIMPLES
MEDICAMENTO;besilato de anlodipino;126750212;ANTI-HIPERTENSIVOS SIMPLES
MEDICAMENTO;besilato de anlodipino;100681151;ANTI-HIPERTENSIVOS
MEDICAMENTO;besilato de anlodipino;107140258;ANTI-HIPERTENSIVOS
MEDICAMENTO;besilato de anlodipino;105830950;ANTI-HIPERTENSIVOS SIMPLES
MEDICAMENTO;besilato de anlodipino;167730615;ANTI-HIPERTENSIVOS SIMPLES
MEDICAMENTO;besilato de anlodipino;155370083;ANTI-HIPERTENSIVOS
MEDICAMENTO;besilato de anlodipino;188300083;ANTI-HIPERTENSIVOS SIMPLES + ANTIANGINOSOS E VASODILATADORES
MEDICAMENTO;besilato de anlodipino + losartana potássica;100431178;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;besilato de anlodipino + losartana potássica;167730619;ANTI-HIPERTENSIVOS
MEDICAMENTO;besilato de anlodipino+atenolol;102351274;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
MEDICAMENTO;besilato de atracúrio;114020070;RELAXANTES MUSCULARES CENTRAIS SIMPLES
MEDICAMENTO;besilato de atracúrio;100410184;RELAXANTES MUSCULARES CENTRAIS SIMPLES
